89,275,484ms ID:0000B59D Pr:00000000             0 +           588 3352658E4B50BA822AD9784F30EFEBC5          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "TriggerLibs/GameData/SoundExclusivity.galaxy"
89,275,484ms ID:0000B5F3 Pr:00000000             0 +         1,262 D7B58F70081FA6B5A9EE7FA4E25940BD          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSDebugModes.fx"
89,275,484ms ID:0000B5F3 Pr:00000000             0 +         1,262 D7B58F70081FA6B5A9EE7FA4E25940BD          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSDebugModes.fx"
89,275,484ms ID:0000B5F3 Pr:00000000             0 +         1,262 D7B58F70081FA6B5A9EE7FA4E25940BD          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSDebugModes.fx"
89,275,484ms ID:0000B5F4 Pr:00000000             0 +         5,207 2569F5E0FA2D8A47E0098B0C81BA71F5          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSDebugUtils.fx"
89,275,484ms ID:0000B5F4 Pr:00000000             0 +         5,207 2569F5E0FA2D8A47E0098B0C81BA71F5          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSDebugUtils.fx"
89,275,484ms ID:0000B5F4 Pr:00000000             0 +         5,207 2569F5E0FA2D8A47E0098B0C81BA71F5          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSDebugUtils.fx"
89,275,484ms ID:0000B5F5 Pr:00000000             0 +         8,001 0E778D90A42A8A65CD49F1F7D44C09F0          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSDOF.fx"
89,275,484ms ID:0000B5F5 Pr:00000000             0 +         8,001 0E778D90A42A8A65CD49F1F7D44C09F0          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSDOF.fx"
89,275,484ms ID:0000B5F5 Pr:00000000             0 +         8,001 0E778D90A42A8A65CD49F1F7D44C09F0          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSDOF.fx"
89,275,484ms ID:0000B5F6 Pr:00000000             0 +         4,372 38CA69852DA97A33D80A89F83A103083          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSDisplacement.fx"
89,275,484ms ID:0000B5F6 Pr:00000000             0 +         4,372 38CA69852DA97A33D80A89F83A103083          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSDisplacement.fx"
89,275,484ms ID:0000B5F6 Pr:00000000             0 +         4,372 38CA69852DA97A33D80A89F83A103083          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSDisplacement.fx"
89,275,484ms ID:0000B5F7 Pr:00000000             0 +         5,448 47D37C8CD3C641274665AF3DE5480EA1          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSCloaking.fx"
89,275,484ms ID:0000B5F7 Pr:00000000             0 +         5,448 47D37C8CD3C641274665AF3DE5480EA1          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSCloaking.fx"
89,275,484ms ID:0000B5F7 Pr:00000000             0 +         5,448 47D37C8CD3C641274665AF3DE5480EA1          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSCloaking.fx"
89,275,484ms ID:0000B5F8 Pr:00000000             0 +         6,472 A54B420498F9F3B0CA97AA020B8BC273          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSCommon.fx"
89,275,484ms ID:0000B5F8 Pr:00000000             0 +         6,472 A54B420498F9F3B0CA97AA020B8BC273          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSCommon.fx"
89,275,484ms ID:0000B5F8 Pr:00000000             0 +         6,472 A54B420498F9F3B0CA97AA020B8BC273          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSCommon.fx"
89,275,484ms ID:0000B5F9 Pr:00000000             0 +        13,417 E78E45E798E67F3968311326D91B303C          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSCreep.fx"
89,275,484ms ID:0000B5F9 Pr:00000000             0 +        13,417 E78E45E798E67F3968311326D91B303C          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSCreep.fx"
89,275,484ms ID:0000B5F9 Pr:00000000             0 +        13,417 E78E45E798E67F3968311326D91B303C          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSCreep.fx"
89,275,484ms ID:0000B5FA Pr:00000000             0 +         3,006 C401324A560814F75431242807B6BEEB          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSFOW.fx"
89,275,484ms ID:0000B5FA Pr:00000000             0 +         3,006 C401324A560814F75431242807B6BEEB          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSFOW.fx"
89,275,484ms ID:0000B5FA Pr:00000000             0 +         3,006 C401324A560814F75431242807B6BEEB          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSFOW.fx"
89,275,484ms ID:0000B5FB Pr:00000000             0 +         2,036 FA4E908F90641DA54CFA42052C1BA209          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSFog.fx"
89,275,484ms ID:0000B5FB Pr:00000000             0 +         2,036 FA4E908F90641DA54CFA42052C1BA209          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSFog.fx"
89,275,484ms ID:0000B5FB Pr:00000000             0 +         2,036 FA4E908F90641DA54CFA42052C1BA209          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSFog.fx"
89,275,484ms ID:0000B5FC Pr:00000000             0 +         2,591 9E76901314F45C8C4EA7CBCA4D447B10          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSHair.fx"
89,275,500ms ID:0000B5FC Pr:00000000             0 +         2,591 9E76901314F45C8C4EA7CBCA4D447B10          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSHair.fx"
89,275,500ms ID:0000B5FC Pr:00000000             0 +         2,591 9E76901314F45C8C4EA7CBCA4D447B10          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSHair.fx"
89,275,500ms ID:0000B5FD Pr:00000000             0 +           644 C30F0517FF2EC68E33A332CFF14F411E          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSHalo.fx"
89,275,500ms ID:0000B5FD Pr:00000000             0 +           644 C30F0517FF2EC68E33A332CFF14F411E          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSHalo.fx"
89,275,500ms ID:0000B5FD Pr:00000000             0 +           644 C30F0517FF2EC68E33A332CFF14F411E          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSHalo.fx"
89,275,500ms ID:0000B5FE Pr:00000000             0 +         9,756 07DA7A45A65F02CBD3CB4A0855A76940          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSParallax.fx"
89,275,500ms ID:0000B5FE Pr:00000000             0 +         9,756 07DA7A45A65F02CBD3CB4A0855A76940          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSParallax.fx"
89,275,500ms ID:0000B5FE Pr:00000000             0 +         9,756 07DA7A45A65F02CBD3CB4A0855A76940          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSParallax.fx"
89,275,500ms ID:0000B5FF Pr:00000000             0 +        14,708 1B6EE986A32BB54A5EFCA0FE19A393D3          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSPostProcess.fx"
89,275,500ms ID:0000B5FF Pr:00000000             0 +        14,708 1B6EE986A32BB54A5EFCA0FE19A393D3          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSPostProcess.fx"
89,275,500ms ID:0000B5FF Pr:00000000             0 +        14,708 1B6EE986A32BB54A5EFCA0FE19A393D3          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSPostProcess.fx"
89,275,500ms ID:0000B600 Pr:00000000             0 +        10,643 3B99B31CB4D54662FA0F92AEB9DD1D0D          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSSSAO.fx"
89,275,500ms ID:0000B600 Pr:00000000             0 +        10,643 3B99B31CB4D54662FA0F92AEB9DD1D0D          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSSSAO.fx"
89,275,500ms ID:0000B600 Pr:00000000             0 +        10,643 3B99B31CB4D54662FA0F92AEB9DD1D0D          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSSSAO.fx"
89,275,500ms ID:0000B601 Pr:00000000             0 +         6,586 6109B710422BAE0CBD5E800CA53A669C          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSShadow.fx"
89,275,500ms ID:0000B601 Pr:00000000             0 +         6,586 6109B710422BAE0CBD5E800CA53A669C          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSShadow.fx"
89,275,500ms ID:0000B601 Pr:00000000             0 +         6,586 6109B710422BAE0CBD5E800CA53A669C          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSShadow.fx"
89,275,500ms ID:0000B602 Pr:00000000             0 +         7,605 DE043DDD6BD0C2FB035876847662682A          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSTerrainDoodad.fx"
89,275,500ms ID:0000B602 Pr:00000000             0 +         7,605 DE043DDD6BD0C2FB035876847662682A          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSTerrainDoodad.fx"
89,275,500ms ID:0000B602 Pr:00000000             0 +         7,605 DE043DDD6BD0C2FB035876847662682A          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSTerrainDoodad.fx"
89,275,500ms ID:0000B603 Pr:00000000             0 +         2,358 0ADD69291B4EFC573FB29496D3EAAAE9          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSTonemap.fx"
89,275,500ms ID:0000B603 Pr:00000000             0 +         2,358 0ADD69291B4EFC573FB29496D3EAAAE9          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSTonemap.fx"
89,275,500ms ID:0000B603 Pr:00000000             0 +         2,358 0ADD69291B4EFC573FB29496D3EAAAE9          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSTonemap.fx"
89,275,500ms ID:0000B604 Pr:00000000             0 +         4,677 5B2F40767B17B2E96C32936C30D222C2          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSUVMapping.fx"
89,275,500ms ID:0000B604 Pr:00000000             0 +         4,677 5B2F40767B17B2E96C32936C30D222C2          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSUVMapping.fx"
89,275,500ms ID:0000B604 Pr:00000000             0 +         4,677 5B2F40767B17B2E96C32936C30D222C2          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSUVMapping.fx"
89,275,500ms ID:0000B605 Pr:00000000             0 +         3,043 E4E2EB0301BDAD0F212BDB6D1E37250E          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSUtils.fx"
89,275,500ms ID:0000B605 Pr:00000000             0 +         3,043 E4E2EB0301BDAD0F212BDB6D1E37250E          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSUtils.fx"
89,275,500ms ID:0000B605 Pr:00000000             0 +         3,043 E4E2EB0301BDAD0F212BDB6D1E37250E          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSUtils.fx"
89,275,500ms ID:0000B606 Pr:00000000             0 +         7,665 3F6C75992CA4F3FACE9FFC6FAAE2CD91          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSVectorUI.fx"
89,275,500ms ID:0000B606 Pr:00000000             0 +         7,665 3F6C75992CA4F3FACE9FFC6FAAE2CD91          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSVectorUI.fx"
89,275,500ms ID:0000B606 Pr:00000000             0 +         7,665 3F6C75992CA4F3FACE9FFC6FAAE2CD91          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSVectorUI.fx"
89,275,500ms ID:0000B607 Pr:00000000             0 +         8,816 46663297B6E5617E718EE77610D33379          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSVolume.fx"
89,275,500ms ID:0000B607 Pr:00000000             0 +         8,816 46663297B6E5617E718EE77610D33379          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSVolume.fx"
89,275,500ms ID:0000B607 Pr:00000000             0 +         8,816 46663297B6E5617E718EE77610D33379          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSVolume.fx"
89,275,500ms ID:0000B608 Pr:00000000             0 +        16,259 6301E4028BE103A6FF70382C1A8B71B6          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSAntiAliasing.fx"
89,275,500ms ID:0000B608 Pr:00000000             0 +        16,259 6301E4028BE103A6FF70382C1A8B71B6          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSAntiAliasing.fx"
89,275,500ms ID:0000B608 Pr:00000000             0 +        16,259 6301E4028BE103A6FF70382C1A8B71B6          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSAntiAliasing.fx"
89,275,500ms ID:0000B609 Pr:00000000             0 +         6,428 DF35644A4F97F54227806ED8A4C8CE71          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSLighting.fx"
89,275,500ms ID:0000B609 Pr:00000000             0 +         6,428 DF35644A4F97F54227806ED8A4C8CE71          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSLighting.fx"
89,275,500ms ID:0000B609 Pr:00000000             0 +         6,428 DF35644A4F97F54227806ED8A4C8CE71          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSLighting.fx"
89,275,500ms ID:0000B60A Pr:00000000             0 +         3,289 EC60C89446B1301D1EAD626E6B44C0CD          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PSReflection.fx"
89,275,500ms ID:0000B60A Pr:00000000             0 +         3,289 EC60C89446B1301D1EAD626E6B44C0CD          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PSReflection.fx"
89,275,500ms ID:0000B60A Pr:00000000             0 +         3,289 EC60C89446B1301D1EAD626E6B44C0CD          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PSReflection.fx"
89,275,500ms ID:0000B60B Pr:00000000             0 +        28,408 6A86EA0E00D03229640FE2C4A019D8CB          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/Particle.fx"
89,275,500ms ID:0000B60B Pr:00000000             0 +        28,408 6A86EA0E00D03229640FE2C4A019D8CB          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/Particle.fx"
89,275,500ms ID:0000B60B Pr:00000000             0 +        28,408 6A86EA0E00D03229640FE2C4A019D8CB          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/Particle.fx"
89,275,500ms ID:0000B60C Pr:00000000             0 +         1,918 4802D0D34CE7990108F6D3BAC237DE52          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PerlinNoise.fx"
89,275,500ms ID:0000B60C Pr:00000000             0 +         1,918 4802D0D34CE7990108F6D3BAC237DE52          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PerlinNoise.fx"
89,275,500ms ID:0000B60C Pr:00000000             0 +         1,918 4802D0D34CE7990108F6D3BAC237DE52          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PerlinNoise.fx"
89,275,500ms ID:0000B60D Pr:00000000             0 +         2,366 2861D0B47F8723211D05FD0B5D272B53          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/PostProcessQuad.fx"
89,275,500ms ID:0000B60D Pr:00000000             0 +         2,366 2861D0B47F8723211D05FD0B5D272B53          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/PostProcessQuad.fx"
89,275,500ms ID:0000B60D Pr:00000000             0 +         2,366 2861D0B47F8723211D05FD0B5D272B53          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/PostProcessQuad.fx"
89,275,500ms ID:0000B60E Pr:00000000             0 +         1,730 2A43029719CB2A86253CC2024750A67A          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSElementUtils.fx"
89,275,500ms ID:0000B60E Pr:00000000             0 +         1,730 2A43029719CB2A86253CC2024750A67A          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSElementUtils.fx"
89,275,500ms ID:0000B60E Pr:00000000             0 +         1,730 2A43029719CB2A86253CC2024750A67A          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSElementUtils.fx"
89,275,500ms ID:0000B60F Pr:00000000             0 +            66 72734206574B8BE791E385EB83ADC32A          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSEmitters.fx"
89,275,500ms ID:0000B60F Pr:00000000             0 +            66 72734206574B8BE791E385EB83ADC32A          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSEmitters.fx"
89,275,500ms ID:0000B60F Pr:00000000             0 +            66 72734206574B8BE791E385EB83ADC32A          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSEmitters.fx"
89,275,500ms ID:0000B610 Pr:00000000             0 +         2,288 3C4E5B62F716E16F4E25BF855F96E1E5          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSParallax.fx"
89,275,500ms ID:0000B610 Pr:00000000             0 +         2,288 3C4E5B62F716E16F4E25BF855F96E1E5          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSParallax.fx"
89,275,500ms ID:0000B610 Pr:00000000             0 +         2,288 3C4E5B62F716E16F4E25BF855F96E1E5          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSParallax.fx"
89,275,500ms ID:0000B611 Pr:00000000             0 +         1,713 9AB7A04DC8426F9F70F5B63BE30CAAD6          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSPostProcess.fx"
89,275,500ms ID:0000B611 Pr:00000000             0 +         1,713 9AB7A04DC8426F9F70F5B63BE30CAAD6          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSPostProcess.fx"
89,275,500ms ID:0000B611 Pr:00000000             0 +         1,713 9AB7A04DC8426F9F70F5B63BE30CAAD6          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSPostProcess.fx"
89,275,500ms ID:0000B612 Pr:00000000             0 +           815 3C420CC71D1457805060DEFF93436B33          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSShadow.fx"
89,275,500ms ID:0000B612 Pr:00000000             0 +           815 3C420CC71D1457805060DEFF93436B33          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSShadow.fx"
89,275,500ms ID:0000B612 Pr:00000000             0 +           815 3C420CC71D1457805060DEFF93436B33          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSShadow.fx"
89,275,500ms ID:0000B613 Pr:00000000             0 +         2,700 98E675F44B6DE94008BFC70B34EC5352          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSSkinning.fx"
89,275,500ms ID:0000B613 Pr:00000000             0 +         2,700 98E675F44B6DE94008BFC70B34EC5352          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSSkinning.fx"
89,275,500ms ID:0000B613 Pr:00000000             0 +         2,700 98E675F44B6DE94008BFC70B34EC5352          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSSkinning.fx"
89,275,500ms ID:0000B614 Pr:00000000             0 +         5,050 8EDA37786EED59752CF6E0778ADD89F0          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSUVMapping.fx"
89,275,500ms ID:0000B614 Pr:00000000             0 +         5,050 8EDA37786EED59752CF6E0778ADD89F0          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSUVMapping.fx"
89,275,500ms ID:0000B614 Pr:00000000             0 +         5,050 8EDA37786EED59752CF6E0778ADD89F0          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSUVMapping.fx"
89,275,500ms ID:0000B615 Pr:00000000             0 +         4,741 6821D93152E4272E440F54009F530EE0          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSUtils.fx"
89,275,500ms ID:0000B615 Pr:00000000             0 +         4,741 6821D93152E4272E440F54009F530EE0          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSUtils.fx"
89,275,500ms ID:0000B615 Pr:00000000             0 +         4,741 6821D93152E4272E440F54009F530EE0          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSUtils.fx"
89,275,500ms ID:0000B616 Pr:00000000             0 +           486 177E353FDCEFB96326354D5E642568D5          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSCommon.fx"
89,275,500ms ID:0000B616 Pr:00000000             0 +           486 177E353FDCEFB96326354D5E642568D5          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSCommon.fx"
89,275,500ms ID:0000B616 Pr:00000000             0 +           486 177E353FDCEFB96326354D5E642568D5          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSCommon.fx"
89,275,500ms ID:0000B617 Pr:00000000             0 +           791 DF11F580FF6F28BBD8C12AC02990C304          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSFog.fx"
89,275,500ms ID:0000B617 Pr:00000000             0 +           791 DF11F580FF6F28BBD8C12AC02990C304          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSFog.fx"
89,275,500ms ID:0000B617 Pr:00000000             0 +           791 DF11F580FF6F28BBD8C12AC02990C304          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSFog.fx"
89,275,500ms ID:0000B618 Pr:00000000             0 +         4,083 9B57083A8CC8970DB34DDB677CA71A11          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSLighting.fx"
89,275,500ms ID:0000B618 Pr:00000000             0 +         4,083 9B57083A8CC8970DB34DDB677CA71A11          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSLighting.fx"
89,275,500ms ID:0000B618 Pr:00000000             0 +         4,083 9B57083A8CC8970DB34DDB677CA71A11          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSLighting.fx"
89,275,500ms ID:0000B619 Pr:00000000             0 +         7,009 455B551946227820F5AD7C5A7146F684          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSModelVertexFormat.fx"
89,275,500ms ID:0000B619 Pr:00000000             0 +         7,009 455B551946227820F5AD7C5A7146F684          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSModelVertexFormat.fx"
89,275,500ms ID:0000B619 Pr:00000000             0 +         7,009 455B551946227820F5AD7C5A7146F684          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSModelVertexFormat.fx"
89,275,500ms ID:0000B61A Pr:00000000             0 +         2,975 716EA1017515CC3A9C9FB218DC10ED53          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/VSVertexWarp.fx"
89,275,500ms ID:0000B61A Pr:00000000             0 +         2,975 716EA1017515CC3A9C9FB218DC10ED53          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/VSVertexWarp.fx"
89,275,500ms ID:0000B61A Pr:00000000             0 +         2,975 716EA1017515CC3A9C9FB218DC10ED53          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/VSVertexWarp.fx"
89,275,500ms ID:0000B61B Pr:00000000             0 +         3,877 4754402B085BE8FC3A483325597F97FE          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/MinimapTerrain.fx"
89,275,500ms ID:0000B61C Pr:00000000             0 +         2,571 70792F7F4227495ADB8BEF984266CB22          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/MinimapUnit.fx"
89,275,500ms ID:0000B61B Pr:00000000             0 +         3,877 4754402B085BE8FC3A483325597F97FE          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/MinimapTerrain.fx"
89,275,500ms ID:0000B61C Pr:00000000             0 +         2,571 70792F7F4227495ADB8BEF984266CB22          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/MinimapUnit.fx"
89,275,500ms ID:0000B61B Pr:00000000             0 +         3,877 4754402B085BE8FC3A483325597F97FE          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/MinimapTerrain.fx"
89,275,500ms ID:0000B61C Pr:00000000             0 +         2,571 70792F7F4227495ADB8BEF984266CB22          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/MinimapUnit.fx"
89,275,500ms ID:0000B61D Pr:00000000             0 +        15,574 739C534E85A261F38FC076C1E5EA2082          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/Model.fx"
89,275,500ms ID:0000B61D Pr:00000000             0 +        15,574 739C534E85A261F38FC076C1E5EA2082          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/Model.fx"
89,275,500ms ID:0000B61D Pr:00000000             0 +        15,574 739C534E85A261F38FC076C1E5EA2082          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/Model.fx"
89,275,500ms ID:0000B61E Pr:00000000             0 +         2,476 B2C8EBF5E132226ADBE31601F892D5F6          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/Movie.fx"
89,275,500ms ID:0000B61E Pr:00000000             0 +         2,476 B2C8EBF5E132226ADBE31601F892D5F6          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/Movie.fx"
89,275,500ms ID:0000B61E Pr:00000000             0 +         2,476 B2C8EBF5E132226ADBE31601F892D5F6          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/Movie.fx"
89,275,500ms ID:0000B61F Pr:00000000             0 +         2,518 8FE472455D9B719265BCF5CCD5477940          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/MaterialDefines.fx"
89,275,500ms ID:0000B61F Pr:00000000             0 +         2,518 8FE472455D9B719265BCF5CCD5477940          ProcessUnprocessedRequests(): Request already completed "mods\core.stormmod\base.stormdata" "Shaders/MaterialDefines.fx"
89,275,500ms ID:0000B61F Pr:00000000             0 +         2,518 8FE472455D9B719265BCF5CCD5477940          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "Shaders/MaterialDefines.fx"
89,275,500ms ID:0000B620 Pr:00000000             0 +        13,703 39BF6ECEBD081E4EDC0FE241D51559F7          RequestFile() "mods\core.stormmod\base.stormdata" "Shaders/Lighting.fx"
